"SPECIES_NAME" "species"
"925" "Nemadactylus_douglasii" "Nemadactylus_douglasii"
"926" "Gymnothorax_prasinus" "Gymnothorax_prasinus"
"927" "Torquigener_pleurogramma" "Torquigener_pleurogramma"
"928" "Suezichthys_arquatus" "Suezichthys_arquatus"
"929" "Scorpaena_jacksoniensis" "Scorpaena_jacksoniensis"
"930" "Nelusetta_ayraud" "Nelusetta_ayraud"
"931" "Meuschenia_scaber" "Meuschenia_scaber"
"932" "Pseudorhombus_jenynsii" "Pseudorhombus_jenynsii"
"933" "Platycephalus_fuscus" "Platycephalus_fuscus"
"934" "Cnidoglanis_macrocephalus" "Cnidoglanis_macrocephalus"
"935" "Hypoplectrodes_nigroruber" "Hypoplectrodes_nigroruber"
"936" "Paraplesiops_bleekeri" "Paraplesiops_bleekeri"
"937" "Scobinichthys_granulatus" "Scobinichthys_granulatus"
"938" "Austrolabrus_maculatus" "Austrolabrus_maculatus"
"939" "Kyphosus_sectatrix" "Kyphosus_sectatrix"
"940" "Canthigaster_rostrata" "Canthigaster_rostrata"
"941" "Stegastes_adustus" "Stegastes_adustus"
"942" "Stegastes_partitus" "Stegastes_partitus"
"943" "Stegastes_planifrons" "Stegastes_planifrons"
"944" "Thalassoma_bifasciatum" "Thalassoma_bifasciatum"
"945" "Elacatinus_xanthiprora" "Elacatinus_xanthiprora"
"946" "Haemulon_aurolineatum" "Haemulon_aurolineatum"
"947" "Halichoeres_bivittatus" "Halichoeres_bivittatus"
"948" "Microspathodon_chrysurus" "Microspathodon_chrysurus"
"949" "Scarus_iseri" "Scarus_iseri"
"950" "Serranus_tigrinus" "Serranus_tigrinus"
"951" "Sparisoma_aurofrenatum" "Sparisoma_aurofrenatum"
"952" "Sparisoma_viride" "Sparisoma_viride"
"953" "Stegastes_variabilis" "Stegastes_variabilis"
"954" "Acanthurus_bahianus" "Acanthurus_bahianus"
"955" "Chaetodon_capistratus" "Chaetodon_capistratus"
"956" "Hypoplectrus_puella" "Hypoplectrus_puella"
"957" "Acanthurus_chirurgus" "Acanthurus_chirurgus"
"958" "Chaetodon_ocellatus" "Chaetodon_ocellatus"
"959" "Haemulon_flavolineatum" "Haemulon_flavolineatum"
"960" "Pomacanthus_arcuatus" "Pomacanthus_arcuatus"
"961" "Haemulon_plumierii" "Haemulon_plumierii"
"962" "Pseudupeneus_maculatus" "Pseudupeneus_maculatus"
"963" "Ocyurus_chrysurus" "Ocyurus_chrysurus"
"964" "Serranus_flaviventris" "Serranus_flaviventris"
"965" "Lutjanus_apodus" "Lutjanus_apodus"
"966" "Elacatinus_saucrus" "Tigrigobius_saucrus"
"967" "Sparisoma_radians" "Sparisoma_radians"
"968" "Cephalopholis_cruentata" "Cephalopholis_cruentata"
"969" "Halichoeres_poeyi" "Halichoeres_poeyi"
"970" "Hypoplectrus_nigricans" "Hypoplectrus_nigricans"
"971" "Odontoscion_dentex" "Odontoscion_dentex"
"972" "Holocentrus_rufus" "Holocentrus_rufus"
"973" "Mycteroperca_bonaci" "Mycteroperca_bonaci"
"974" "Coryphopterus_glaucofraenum" "Coryphopterus_glaucofraenum"
"975" "Coryphopterus_personatus" "Coryphopterus_personatus"
"976" "Parablennius_marmoreus" "Parablennius_marmoreus"
"977" "Serranus_tortugarum" "Serranus_tortugarum"
"978" "Haemulon_steindachneri" "Haemulon_steindachneri"
"979" "Microgobius_microlepis" "Microgobius_microlepis"
"980" "Rypticus_saponaceus" "Rypticus_saponaceus"
"981" "Sparisoma_chrysopterum" "Sparisoma_chrysopterum"
"982" "Holacanthus_ciliaris" "Holacanthus_ciliaris"
"983" "Elacatinus_spp." "Elacatinus_spp."
"984" "Abudefduf_saxatilis" "Abudefduf_saxatilis"
"985" "Chaetodon_striatus" "Chaetodon_striatus"
"986" "Coryphopterus_eidolon" "Coryphopterus_eidolon"
"987" "Pomacanthus_paru" "Pomacanthus_paru"
"988" "Hypoplectrus_spp." "Hypoplectrus_spp."
"989" "Holocentrus_adscensionis" "Holocentrus_adscensionis"
"990" "Acanthurus_coeruleus" "Acanthurus_coeruleus"
"991" "Lucayablennius_zingaro" "Lucayablennius_zingaro"
"992" "Gnatholepis_thompsoni" "Gnatholepis_thompsoni"
"993" "Acanthostracion_quadricornis" "Acanthostracion_quadricornis"
"994" "Lutjanus_analis" "Lutjanus_analis"
"995" "Emblemariopsis_signifer" "Emblemariopsis_signifer"
"996" "Synodus_intermedius" "Synodus_intermedius"
"997" "Jenkinsia_lamprotaenia" "Jenkinsia_lamprotaenia"
"998" "Decapterus_punctatus" "Decapterus_punctatus"
"999" "Haemulon_spp." "Haemulon_spp."
"1000" "Calamus_bajonado" "Calamus_bajonado"
"1001" "Lutjanus_jocu" "Lutjanus_jocu"
"1002" "Scomberomorus_regalis" "Scomberomorus_regalis"
"1003" "Bodianus_rufus" "Bodianus_rufus"
"1004" "Mulloidichthys_martinicus" "Mulloidichthys_martinicus"
"1005" "Aulostomus_maculatus" "Aulostomus_maculatus"
"1006" "Haemulon_macrostomum" "Haemulon_macrostomum"
"1007" "Hypoplectrus_unicolor" "Hypoplectrus_unicolor"
"1008" "Anisotremus_virginicus" "Anisotremus_virginicus"
"1009" "Sparisoma_rubripinne" "Sparisoma_rubripinne"
"1010" "Chromis_cyanea" "Chromis_cyanea"
"1011" "Elacatinus_evelynae" "Elacatinus_evelynae"
"1012" "Elacatinus_randalli" "Elacatinus_randalli"
"1013" "Halichoeres_pictus" "Halichoeres_pictus"
"1014" "Centropyge_argi" "Centropyge_argi"
"1015" "Chromis_multilineata" "Chromis_multilineata"
"1016" "Halichoeres_garnoti" "Halichoeres_garnoti"
"1017" "Acanthostracion_polygonius" "Acanthostracion_polygonius"
"1018" "Amblycirrhitus_pinos" "Amblycirrhitus_pinos"
"1019" "Stegastes_diencaeus" "Stegastes_diencaeus"
"1020" "Haemulon_chrysargyreum" "Haemulon_chrysargyreum"
"1021" "Lactophrys_bicaudalis" "Lactophrys_bicaudalis"
"1022" "Myripristis_jacobus" "Myripristis_jacobus"
"1023" "Scarus_taeniopterus" "Scarus_taeniopterus"
"1024" "Cantherhines_macrocerus" "Cantherhines_macrocerus"
"1025" "Scorpaena_plumieri" "Scorpaena_plumieri"
"1026" "Scarus_vetula" "Scarus_vetula"
"1027" "Haemulon_sciurus" "Haemulon_sciurus"
"1028" "Gramma_loreto" "Gramma_loreto"
"1029" "Clepticus_parrae" "Clepticus_parrae"
"1030" "Hypoplectrus_chlorurus" "Hypoplectrus_chlorurus"
"1031" "Rhinesomus_triqueter" "Lactophrys_triqueter"
"1032" "Neoniphon_marianus" "Neoniphon_marianus"
"1033" "Anisotremus_surinamensis" "Anisotremus_surinamensis"
"1034" "Holacanthus_tricolor" "Holacanthus_tricolor"
"1035" "Lutjanus_mahogoni" "Lutjanus_mahogoni"
"1036" "Haemulon_carbonarium" "Haemulon_carbonarium"
"1037" "Gymnothorax_moringa" "Gymnothorax_moringa"
"1038" "Paranthias_furcifer" "Paranthias_furcifer"
"1039" "Prognathodes_aculeatus" "Prognathodes_aculeatus"
"1040" "Cephalopholis_fulva" "Cephalopholis_fulva"
"1041" "Gerres_cinereus" "Gerres_cinereus"
"1042" "Coryphopterus_tortugae" "Coryphopterus_tortugae"
"1043" "Halichoeres_maculipinna" "Halichoeres_maculipinna"
"1044" "Mycteroperca_interstitialis" "Mycteroperca_interstitialis"
"1045" "Heteropriacanthus_cruentatus" "Heteropriacanthus_cruentatus"
"1046" "Apogon_townsendi" "Apogon_townsendi"
"1047" "Sargocentron_vexillarium" "Sargocentron_vexillarium"
"1048" "Equetus_punctatus" "Equetus_punctatus"
"1049" "Gymnothorax_miliaris" "Gymnothorax_miliaris"
"1050" "Cantherhines_pullus" "Cantherhines_pullus"
"1051" "Scarus_guacamaia" "Scarus_guacamaia"
"1052" "Megalops_atlanticus" "Megalops_atlanticus"
"1053" "Coryphopterus_lipernes" "Coryphopterus_lipernes"
"1054" "Hypoplectrus_sp._[tan]" "Hypoplectrus_sp._[tan]"
"1055" "Halichoeres_radiatus" "Halichoeres_radiatus"
"1056" "Kyphosus_incisor" "Kyphosus_incisor"
"1057" "Stegastes_fuscus" "Stegastes_fuscus"
"1058" "Hypoplectrus_sp._[2]" "Hypoplectrus_sp._[2]"
"1059" "Stygnobrotula_latebricola" "Stygnobrotula_latebricola"
"1060" "Epinephelus_adscensionis" "Epinephelus_adscensionis"
"1061" "Diodon_holocanthus" "Diodon_holocanthus"
"1062" "Cheilodactylus_nigripes" "Pseudogoniistius_nigripes"
"1063" "Girella_zebra" "Girella_zebra"
"1064" "Eubalichthys_gunnii" "Eubalichthys_gunnii"
"1065" "Parequula_melbournensis" "Parequula_melbournensis"
"1066" "Meuschenia_hippocrepis" "Meuschenia_hippocrepis"
"1067" "Upeneichthys_vlamingii" "Upeneichthys_vlamingii"
"1068" "Callanthias_australis" "Callanthias_australis"
"1069" "Phyllopteryx_taeniolatus" "Phyllopteryx_taeniolatus"
"1070" "Gramma_brasiliensis" "Gramma_brasiliensis"
"1071" "Scarus_zelindae" "Scarus_zelindae"
"1072" "Stegastes_pictus" "Stegastes_pictus"
"1073" "Canthigaster_figueiredoi" "Canthigaster_figueiredoi"
"1074" "Scarus_trispinosus" "Scarus_trispinosus"
"1075" "Sparisoma_frondosum" "Sparisoma_frondosum"
"1076" "Malacoctenus_spp." "Malacoctenus_spp."
"1077" "Serranus_baldwini" "Serranus_baldwini"
"1078" "Carangoides_bartholomaei" "Caranx_bartholomaei"
"1079" "Sparisoma_axillare" "Sparisoma_axillare"
"1080" "Sparisoma_amplum" "Sparisoma_amplum"
"1081" "Halichoeres_brasiliensis" "Halichoeres_brasiliensis"
"1082" "Elacatinus_figaro" "Elacatinus_figaro"
"1083" "Labrisomus_nuchipinnis" "Labrisomus_nuchipinnis"
"1084" "Haemulon_parra" "Haemulon_parra"
"1085" "Calamus_pennatula" "Calamus_pennatula"
"1086" "Lutjanus_alexandrei" "Lutjanus_alexandrei"
"1087" "Halichoeres_dimidiatus" "Halichoeres_dimidiatus"
"1088" "Balistes_vetula" "Balistes_vetula"
"1089" "Doratonotus_megalepis" "Doratonotus_megalepis"
"1090" "Labrisomus_cricota" "Labrisomus_cricota"
"1091" "Centropyge_nox" "Centropyge_nox"
"1092" "Chrysiptera_springeri" "Chrysiptera_springeri"
"1093" "Cephalopholis_spiloparaea" "Cephalopholis_spiloparaea"
"1094" "Ctenochaetus_tominiensis" "Ctenochaetus_tominiensis"
"1095" "Lethrinus_harak" "Lethrinus_harak"
"1096" "Pentapodus_trivittatus" "Pentapodus_trivittatus"
"1097" "Grammistes_sexlineatus" "Grammistes_sexlineatus"
"1098" "Aeoliscus_strigatus" "Aeoliscus_strigatus"
"1099" "Gymnothorax_zonipectis" "Gymnothorax_zonipectis"
"1100" "Synodus_dermatogenys" "Synodus_dermatogenys"
"1101" "Elagatis_bipinnulata" "Elagatis_bipinnulata"
"1102" "Selaroides_leptolepis" "Selaroides_leptolepis"
"1103" "Cymbacephalus_beauforti" "Cymbacephalus_beauforti"
"1104" "Eviota_rubriceps" "Eviota_rubriceps"
"1105" "Pervagor_spp." "Pervagor_spp."
"1106" "Chrysiptera_notialis" "Chrysiptera_notialis"
"1107" "Cantherhines_fronticinctus" "Cantherhines_fronticinctus"
"1108" "Chaetodon_semeion" "Chaetodon_semeion"
"1109" "Chaetodon_oxycephalus" "Chaetodon_oxycephalus"
"1110" "Pomacanthus_navarchus" "Pomacanthus_navarchus"
"1111" "Trimma_tevegae" "Trimma_tevegae"
"1112" "Manonichthys_splendens" "Manonichthys_splendens"
"1113" "Eviota_lachdeberei" "Eviota_lachdeberei"
"1114" "Trimma_taylori" "Trimma_taylori"
"1115" "Synchiropus_splendidus" "Synchiropus_splendidus"
"1116" "Pervagor_melanocephalus" "Pervagor_melanocephalus"
"1117" "Caranx_spp." "Caranx_spp."
"1118" "Cheilodipterus_singapurensis" "Cheilodipterus_singapurensis"
"1119" "Sargocentron_microstoma" "Sargocentron_microstoma"
"1120" "Scolopsis_xenochrous" "Scolopsis_xenochrous"
"1121" "Pervagor_aspricaudus" "Pervagor_aspricaudus"
"1122" "Uropterygius_nagoensis" "Uropterygius_nagoensis"
"1123" "Chromis_elerae" "Chromis_elerae"
"1124" "Fusigobius_maximus" "Fusigobius_maximus"
"1125" "Canthigaster_epilampra" "Canthigaster_epilampra"
"1126" "Oxycirrhites_typus" "Oxycirrhites_typus"
"1127" "Pictichromis_paccagnellae" "Pictichromis_paccagnellae"
"1128" "Pterocaesio_randalli" "Pterocaesio_randalli"
"1129" "Paracheilinus_mccoskeri" "Paracheilinus_mccoskeri"
"1130" "Calotomus_spp." "Calotomus_spp."
"1131" "Scarus_xanthopleura" "Scarus_xanthopleura"
"1132" "Siphonognathus_beddomei" "Siphonognathus_beddomei"
"1133" "Nemadactylus_valenciennesi" "Nemadactylus_valenciennesi"
"1134" "Parma_victoriae" "Parma_victoriae"
"1135" "Acanthurus_tractus" "Acanthurus_tractus"
"1136" "Sparisoma_atomarium" "Sparisoma_atomarium"
"1137" "Calamus_calamus" "Calamus_calamus"
"1138" "Acanthemblemaria_spinosa" "Acanthemblemaria_spinosa"
"1139" "Elacatinus_oceanops" "Elacatinus_oceanops"
"1140" "Monacanthus_tuckeri" "Monacanthus_tuckeri"
"1141" "Emblemariopsis_sp._[bottomei]" "Emblemariopsis_sp._[bottomei]"
"1142" "Halichoeres_cyanocephalus" "Halichoeres_cyanocephalus"
"1143" "Epinephelus_guttatus" "Epinephelus_guttatus"
"1144" "Lutjanus_synagris" "Lutjanus_synagris"
"1145" "Echeneis_neucratoides" "Echeneis_neucratoides"
"1146" "Lachnolaimus_maximus" "Lachnolaimus_maximus"
"1147" "Malacanthus_plumieri" "Malacanthus_plumieri"
"1148" "Elacatinus_lobeli" "Elacatinus_lobeli"
"1149" "Lutjanus_griseus" "Lutjanus_griseus"
"1150" "Stegastes_leucostictus" "Stegastes_leucostictus"
"1151" "Synodus_synodus" "Synodus_synodus"
"1152" "Amblygobius_bynoensis" "Amblygobius_bynoensis"
"1153" "Pterocaesio_chrysozona" "Pterocaesio_chrysozona"
"1154" "Chromis_cinerascens" "Chromis_cinerascens"
"1155" "Neopomacentrus_filamentosus" "Neopomacentrus_filamentosus"
"1156" "Ostorhinchus_cavitensis" "Ostorhinchus_cavitensis"
"1157" "Exyrias_spp." "Exyrias_spp."
"1158" "Leptojulis_cyanopleura" "Leptojulis_cyanopleura"
"1159" "Lutjanus_lemniscatus" "Lutjanus_lemniscatus"
"1160" "Siganus_javus" "Siganus_javus"
"1161" "Abudefduf_bengalensis" "Abudefduf_bengalensis"
"1162" "Abudefduf_spp." "Abudefduf_spp."
"1163" "Epinephelus_bleekeri" "Epinephelus_bleekeri"
"1164" "Lutjanus_lutjanus" "Lutjanus_lutjanus"
"1165" "Cephalopholis_boenak" "Cephalopholis_boenak"
"1166" "Cephalopholis_formosa" "Cephalopholis_formosa"
"1167" "Scolopsis_trilineata" "Scolopsis_trilineata"
"1168" "Scolopsis_vosmeri" "Scolopsis_vosmeri"
"1169" "Halichoeres_argus" "Halichoeres_argus"
"1170" "Stegastes_spp." "Stegastes_spp."
"1171" "Neopomacentrus_anabatoides" "Neopomacentrus_anabatoides"
"1172" "Gymnothorax_thrysoideus" "Gymnothorax_thyrsoideus"
"1173" "Myripristis_hexagona" "Myripristis_hexagona"
"1174" "Siganus_fuscescens" "Siganus_fuscescens"
"1175" "Apogon_capricornis" "Ostorhinchus_capricornis"
"1176" "Pempheris_adusta" "Pempheris_adusta"
"1177" "Sphyraena_flavicauda" "Sphyraena_flavicauda"
"1178" "Abudefduf_luridus" "Similiparma_lurida"
"1179" "Canthigaster_capistrata" "Canthigaster_capistrata"
"1180" "Sparisoma_cretense" "Sparisoma_cretense"
"1181" "Scorpaena_maderensis" "Scorpaena_maderensis"
"1182" "Centrolabrus_trutta" "Symphodus_trutta"
"1183" "Atherina_presbyter" "Atherina_presbyter"
"1184" "Sphoeroides_marmoratus" "Sphoeroides_marmoratus"
"1185" "Chromis_limbata" "Chromis_limbata"
"1186" "Stephanolepis_hispidus" "Stephanolepis_hispida"
"1187" "Serranus_atricauda" "Serranus_atricauda"
"1188" "Bodianus_scrofa" "Bodianus_scrofa"
"1189" "Seriola_rivoliana" "Seriola_rivoliana"
"1190" "Synodus_saurus" "Synodus_saurus"
"1191" "Aulostomus_strigosus" "Aulostomus_strigosus"
"1192" "Sardinella_aurita" "Sardinella_aurita"
"1193" "Bothus_podas" "Bothus_podas"
"1194" "Muraena_augusti" "Muraena_augusti"
"1195" "Scorpaena_canariensis" "Scorpaena_canariensis"
"1196" "Gymnothorax_unicolor" "Gymnothorax_unicolor"
"1197" "Trachinotus_ovatus" "Trachinotus_ovatus"
"1198" "Sardina_pilchardus" "Sardina_pilchardus"
"1199" "Balistes_capriscus" "Balistes_capriscus"
"1200" "Xyrichtys_novacula" "Xyrichtys_novacula"
"1201" "Sarda_sarda" "Sarda_sarda"
"1202" "Scomber_colias" "Scomber_colias"
"1203" "Pollachius_pollachius" "Pollachius_pollachius"
"1204" "Apogon_maculatus" "Apogon_maculatus"
"1205" "Malacoctenus_triangulatus" "Malacoctenus_triangulatus"
"1206" "Hypoplectrus_gemma" "Hypoplectrus_gemma"
"1207" "Epinephelus_morio" "Epinephelus_morio"
"1208" "Chilomycterus_antennatus" "Chilomycterus_antennatus"
"1209" "Serranus_tabacarius" "Serranus_tabacarius"
"1210" "Chromis_insolata" "Chromis_insolata"
"1211" "Hypoplectrus_guttavarius" "Hypoplectrus_guttavarius"
"1212" "Chaetodipterus_faber" "Chaetodipterus_faber"
"1213" "Elacatinus_prochilos" "Elacatinus_prochilos"
"1214" "Hypoplectrus_providencianus" "Hypoplectrus_providencianus"
"1215" "Elacatinus_genie" "Elacatinus_genie"
"1216" "Haemulon_melanurum" "Haemulon_melanurum"
"1217" "Scarus_coeruleus" "Scarus_coeruleus"
"1218" "Scarus_coelestinus" "Scarus_coelestinus"
"1219" "Fistularia_tabacaria" "Fistularia_tabacaria"
"1220" "Echeneis_naucrates" "Echeneis_naucrates"
"1221" "Holacanthus_bermudensis" "Holacanthus_bermudensis"
"1222" "Epinephelus_striatus" "Epinephelus_striatus"
"1223" "Aluterus_scriptus" "Aluterus_scriptus"
"1224" "Sphoeroides_spengleri" "Sphoeroides_spengleri"
"1225" "Ptereleotris_calliura" "Ptereleotris_calliura"
"1226" "Pempheris_schomburgkii" "Pempheris_schomburgkii"
"1227" "Hypoplectrus_indigo" "Hypoplectrus_indigo"
"1228" "Inermia_vittata" "Haemulon_vittatum"
"1229" "Scomberomorus_maculatus" "Scomberomorus_maculatus"
"1230" "Opistognathus_aurifrons" "Opistognathus_aurifrons"
"1231" "Caranx_crysos" "Caranx_crysos"
"1232" "Haemulon_album" "Haemulon_album"
"1233" "Mycteroperca_tigris" "Mycteroperca_tigris"
"1234" "Malacoctenus_macropus" "Malacoctenus_macropus"
"1235" "Muraena_spp." "Muraena_spp."
"1236" "Caranx_latus" "Caranx_latus"
"1237" "Mycteroperca_venenosa" "Mycteroperca_venenosa"
"1238" "Elacatinus_horsti" "Elacatinus_horsti"
"1239" "Hypoplectrus_aberrans" "Hypoplectrus_aberrans"
"1240" "Malacoctenus_boehlkei" "Malacoctenus_boehlkei"
"1241" "Apogon_lachneri" "Apogon_lachneri"
"1242" "Apogon_binotatus" "Apogon_binotatus"
"1243" "Pareques_acuminatus" "Pareques_acuminatus"
"1244" "Coryphopterus_dicrus" "Coryphopterus_dicrus"
"1245" "Tripterygion_melanurus" "Tripterygion_melanurum"
"1246" "Parablennius_gattorugine" "Parablennius_gattorugine"
"1247" "Diplectrum_bivittatum" "Diplectrum_bivittatum"
"1248" "Eocallionymus_papilio" "Eocallionymus_papilio"
"1249" "Chaetodon_guentheri" "Chaetodon_guentheri"
"1250" "Stegastes_gascoynei" "Stegastes_gascoynei"
"1251" "Amphiprion_latezonatus" "Amphiprion_latezonatus"
"1252" "Cirrhitichthys_aprinus" "Cirrhitichthys_aprinus"
"1253" "Microcanthus_strigatus" "Microcanthus_strigatus"
"1254" "Parma_oligolepis" "Parma_oligolepis"
"1255" "Coris_spp." "Coris_spp."
"1256" "Thalassoma_nigrofasciatum" "Thalassoma_nigrofasciatum"
"1257" "Seriola_lalandi" "Seriola_lalandi"
"1258" "Ctenochaetus_marginatus" "Ctenochaetus_marginatus"
"1259" "Pelates_quadrilineatus" "Pelates_quadrilineatus"
"1260" "Parapercis_stricticeps" "Parapercis_stricticeps"
"1261" "Lethrinus_miniatus" "Lethrinus_miniatus"
"1262" "Enneapterygius_hemimelas" "Enneapterygius_hemimelas"
"1263" "Stegastes_albifasciatus" "Stegastes_albifasciatus"
"1264" "Apogon_doederleini" "Ostorhinchus_doederleini"
"1265" "Parma_polylepis" "Parma_polylepis"
"1266" "Epinephelus_undulatostriatus" "Epinephelus_undulatostriatus"
"1267" "Centroberyx_affinis" "Centroberyx_affinis"
"1268" "Atractoscion_aequidens" "Atractoscion_aequidens"
"1269" "Argyrosomus_japonicus" "Argyrosomus_japonicus"
"1270" "Bodianus_frenchii" "Bodianus_frenchii"
"1271" "Seriola_hippos" "Seriola_hippos"
"1272" "Paracaesio_xanthura" "Paracaesio_xanthura"
"1273" "Glaucosoma_scapulare" "Glaucosoma_scapulare"
"1274" "Hypoplectrodes_annulatus" "Hypoplectrodes_annulatus"
"1275" "Carangoides_orthogrammus" "Carangoides_orthogrammus"
"1276" "Pseudocoris_yamashiroi" "Pseudocoris_yamashiroi"
"1277" "Patagonotothen_longipes" "Patagonotothen_longipes"
"1278" "Scartichthys_viridis" "Scartichthys_viridis"
"1279" "Aplodactylus_punctatus" "Aplodactylus_punctatus"
"1280" "Chromis_crusma" "Chromis_crusma"
"1281" "Cheilodactylus_variegatus" "Cheilodactylus_variegatus"
"1282" "Pinguipes_chilensis" "Pinguipes_chilensis"
"1283" "Graus_nigra" "Graus_nigra"
"1284" "Isacia_conceptionis" "Isacia_conceptionis"
"1285" "Calliclinus_geniguttatus" "Calliclinus_geniguttatus"
"1286" "Auchenionchus_variolosus" "Auchenionchus_variolosus"
"1287" "Girella_laevifrons" "Girella_laevifrons"
"1288" "Pseudocaranx_chilensis" "Pseudocaranx_chilensis"
"1289" "Hypsoblennius_sordidus" "Hypsoblennius_sordidus"
"1290" "Bovichtus_chilensis" "Bovichtus_chilensis"
"1291" "Paralichthys_adspersus" "Paralichthys_adspersus"
"1292" "Prolatilus_jugularis" "Prolatilus_jugularis"
"1293" "Patagonotothen_cornucola" "Patagonotothen_cornucola"
"1294" "Patagonotothen_tessellata" "Patagonotothen_tessellata"
"1295" "Champsocephalus_esox" "Champsocephalus_esox"
"1296" "Paranotothenia_magellanica" "Paranotothenia_magellanica"
"1297" "Patagonotothen_sp._[wiltoni_cf]" "Patagonotothen_sp._[wiltoni_cf]"
"1298" "Dotalabrus_aurantiacus" "Dotalabrus_aurantiacus"
"1299" "Heteroclinus_roseus" "Heteroclinus_roseus"
"1300" "Chromis_nigrura" "Chromis_nigrura"
"1301" "Thalassoma_purpureum" "Thalassoma_purpureum"
"1302" "Labropsis_xanthonota" "Labropsis_xanthonota"
"1303" "Pseudocoris_aurantiofasciata" "Pseudocoris_aurantiofasciata"
"1304" "Sphyraena_spp." "Sphyraena_spp."
"1305" "Gnatholepis_spp." "Gnatholepis_spp."
"1306" "Stegastes_insularis" "Stegastes_insularis"
"1307" "Halichoeres_ornatissimus" "Halichoeres_ornatissimus"
"1308" "Ostorhinchus_angustatus" "Ostorhinchus_angustatus"
"1309" "Sargocentron_tiere" "Sargocentron_tiere"
"1310" "Cirrhitus_pinnulatus" "Cirrhitus_pinnulatus"
"1311" "Halichoeres_orientalis" "Halichoeres_orientalis"
"1312" "Exallias_brevis" "Exallias_brevis"
"1313" "Epinephelus_tauvina" "Epinephelus_tauvina"
"1314" "Luzonichthys_whitleyi" "Luzonichthys_whitleyi"
"1315" "Centropyge_joculator" "Centropyge_joculator"
"1316" "Chrysiptera_spp." "Chrysiptera_spp."
"1317" "Nannosalarias_nativitatis" "Nannosalarias_nativitatis"
"1318" "Parapercis_schauinslandii" "Parapercis_schauinslandii"
"1319" "Cephalopholis_sonnerati" "Cephalopholis_sonnerati"
"1320" "Arothron_stellatus" "Arothron_stellatus"
"1321" "Kyphosus_bigibbus" "Kyphosus_bigibbus"
"1322" "Caranx_ignobilis" "Caranx_ignobilis"
"1323" "Chanos_chanos" "Chanos_chanos"
"1324" "Chromis_vanderbilti" "Chromis_vanderbilti"
"1325" "Chlorurus_frontalis" "Chlorurus_frontalis"
"1326" "Pseudanthias_olivaceus" "Pseudanthias_olivaceus"
"1327" "Chrysiptera_glauca" "Chrysiptera_glauca"
"1328" "Rhinecanthus_aculeatus" "Rhinecanthus_aculeatus"
"1329" "Abudefduf_septemfasciatus" "Abudefduf_septemfasciatus"
"1330" "Hemiramphus_depauperatus" "Hemiramphus_depauperatus"
"1331" "Abudefduf_sordidus" "Abudefduf_sordidus"
"1332" "Epinephelus_hexagonatus" "Epinephelus_hexagonatus"
"1333" "Pomacentrus_spilotoceps" "Pomacentrus_spilotoceps"
"1334" "Sargocentron_ittodai" "Sargocentron_ittodai"
"1335" "Thalassoma_trilobatum" "Thalassoma_trilobatum"
"1336" "Gymnothorax_meleagris" "Gymnothorax_meleagris"
"1337" "Acanthurus_xanthopterus" "Acanthurus_xanthopterus"
"1338" "Choerodon_schoenleinii" "Choerodon_schoenleinii"
"1339" "Siganus_lineatus" "Siganus_lineatus"
"1340" "Psammoperca_waigiensis" "Psammoperca_waigiensis"
"1341" "Epinephelus_rivulatus" "Epinephelus_rivulatus"
"1342" "Rhabdamia_cypselurus" "Verulux_cypselurus"
"1343" "Neopomacentrus_violascens" "Neopomacentrus_violascens"
"1344" "Plectropomus_maculatus" "Plectropomus_maculatus"
"1345" "Plectropomus_areolatus" "Plectropomus_areolatus"
"1346" "Scarus_spinus" "Scarus_spinus"
"1347" "Carangoides_plagiotaenia" "Carangoides_plagiotaenia"
"1348" "Amphiprion_percula" "Amphiprion_percula"
"1349" "Acanthurus_albipectoralis" "Acanthurus_albipectoralis"
"1350" "Pempheris_analis" "Pempheris_analis"
"1351" "Dischistodus_pseudochrysopoecilus" "Dischistodus_pseudochrysopoecilus"
"1352" "Lutjanus_quinquelineatus" "Lutjanus_quinquelineatus"
"1353" "Hemiglyphidodon_plagiometopon" "Hemiglyphidodon_plagiometopon"
"1354" "Cheiloprion_labiatus" "Cheiloprion_labiatus"
"1355" "Chlorurus_japanensis" "Chlorurus_japanensis"
"1356" "Abudefduf_whitleyi" "Abudefduf_whitleyi"
"1357" "Chaetodon_mertensii" "Chaetodon_mertensii"
"1358" "Ptereleotris_monoptera" "Ptereleotris_monoptera"
"1359" "Assessor_flavissimus" "Assessor_flavissimus"
"1360" "Ecsenius_aequalis" "Ecsenius_aequalis"
"1361" "Meiacanthus_ditrema" "Meiacanthus_ditrema"
"1362" "Neoglyphidodon_spp." "Neoglyphidodon_spp."
"1363" "Cirripectes_chelomatus" "Cirripectes_chelomatus"
"1364" "Chromileptes_altivelis" "Cromileptes_altivelis"
"1365" "Amphiprion_melanopus" "Amphiprion_melanopus"
"1366" "Ctenochaetus_spp." "Ctenochaetus_spp."
"1367" "Lethrinus_spp." "Lethrinus_spp."
"1368" "Carangoides_fulvoguttatus" "Carangoides_fulvoguttatus"
"1369" "Heniochus_spp." "Heniochus_spp."
"1370" "Lethrinus_obsoletus" "Lethrinus_obsoletus"
"1371" "Pterocaesio_trilineata" "Pterocaesio_trilineata"
"1372" "Sargocentron_violaceum" "Sargocentron_violaceum"
"1373" "Synodus_binotatus" "Synodus_binotatus"
"1374" "Siganus_punctatus" "Siganus_punctatus"
