"sp_name","Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","Fish_chips"
"Gobius cruentatus",NA,3,NA,NA,0,0.5
"Gobius fallax",NA,3,0,0,0,0.25
"Gobius niger",0,NA,0,0,0,0
"Gobius paganellus",2,3,0,NA,0,0.375
"Gobius tetrophthalmus",NA,3,0,0,0,0.25
"Gobius xanthocephalus",NA,3,0,0,0,0.25
"Gobiusculus flavescens",NA,NA,NA,NA,NA,NA
"Gomphosus caeruleus",2,3,0,0,0,0.3
"Gomphosus varius",2,3,0,0,0,0.3
"Gorgasia galzini",0,NA,0,0,0,0
"Gracila albomarginata",2,3,0,0,NA,0.375
"Gramma brasiliensis",NA,NA,0,0,0,0
"Gramma loreto",NA,NA,0,0,0,0
"Grammatorcynus bicarinatus",3,3,0,0,NA,0.4375
"Grammatorcynus bilineatus",2,3,0,0,NA,0.375
"Grammistes sexlineatus",2,3,0,0,0,0.3
"Gunnellichthys monostigma",NA,NA,0,0,0,0
"Gymnocaesio gymnoptera",2,NA,0,2,0,0.375
"Gymnocanthus tricuspis",NA,0,0,0,0,0
"Gymnoclinus cristulatus",NA,NA,0,0,0,0
"Gymnocranius audleyi",2,2,0,0,0,0.233333333333333
"Gymnocranius euanus",2,2,0,0,0,0.233333333333333
"Gymnocranius microdon",2,2,0,0,0,0.233333333333333
"Gymnocrotaphus curvidens",3,3,0,0,0,0.35
"Gymnomuraena zebra",2,1,0,0,0,0.166666666666667
"Gymnosarda unicolor",2,2,0,0,NA,0.291666666666667
"Gymnothorax annasona",NA,1,0,NA,0,0.111111111111111
"Gymnothorax breedeni",NA,1,0,0,0,0.0833333333333333
"Gymnothorax castaneus",NA,1,0,0,0,0.0833333333333333
"Gymnothorax cribroris",NA,1,0,0,0,0.0833333333333333
"Gymnothorax dovii",NA,1,0,0,0,0.0833333333333333
"Gymnothorax eurostus",NA,1,0,0,0,0.0833333333333333
"Gymnothorax favagineus",2,1,0,0,0,0.166666666666667
"Gymnothorax fimbriatus",1,1,0,0,0,0.116666666666667
"Gymnothorax flavimarginatus",3,1,0,0,0,0.216666666666667
"Gymnothorax funebris",2,1,0,0,0,0.166666666666667
"Gymnothorax javanicus",1,1,0,0,0,0.116666666666667
"Gymnothorax meleagris",2,1,0,0,0,0.166666666666667
"Gymnothorax miliaris",2,1,0,0,0,0.166666666666667
"Gymnothorax moringa",2,1,0,0,0,0.166666666666667
"Gymnothorax nubilus",NA,1,NA,NA,0,0.166666666666667
"Gymnothorax obesus",NA,1,0,0,0,0.0833333333333333
"Gymnothorax panamensis",NA,1,0,0,0,0.0833333333333333
"Gymnothorax pictus",2,1,0,0,0,0.166666666666667
"Gymnothorax porphyreus",NA,1,0,0,0,0.0833333333333333
"Gymnothorax prasinus",0,NA,0,0,0,0
"Gymnothorax prionodon",NA,1,0,0,0,0.0833333333333333
"Gymnothorax thyrsoideus",NA,1,0,0,0,0.0833333333333333
"Gymnothorax undulatus",2,1,0,0,0,0.166666666666667
"Gymnothorax zonipectis",NA,1,0,0,0,0.0833333333333333
"Haemulon album",3,1,0,0,NA,0.270833333333333
"Haemulon aurolineatum",2,1,0,2,0,0.366666666666667
"Haemulon carbonarium",2,1,0,0,0,0.166666666666667
"Haemulon chrysargyreum",2,1,0,2,0,0.366666666666667
"Haemulon flaviguttatum",2,1,0,0,0,0.166666666666667
"Haemulon flavolineatum",3,1,0,2,0,0.416666666666667
"Haemulon macrostomum",2,1,0,0,0,0.166666666666667
"Haemulon maculicauda",2,1,0,0,0,0.166666666666667
"Haemulon melanurum",2,1,0,0,0,0.166666666666667
"Haemulon parra",2,1,0,0,0,0.166666666666667
"Haemulon plumierii",2,1,0,0,NA,0.208333333333333
"Haemulon sciurus",2,1,0,0,0,0.166666666666667
"Haemulon scudderii",3,1,0,0,0,0.216666666666667
"Haemulon sexfasciatum",2,1,0,0,0,0.166666666666667
"Haemulon steindachneri",2,1,0,2,0,0.366666666666667
"Haemulon vittatum",2,NA,0,1,0,0.25
"Haletta semifasciata",2,NA,0,0,0,0.125
"Halichoeres adustus",0,NA,0,0,0,0
"Halichoeres argus",2,3,0,0,0,0.3
"Halichoeres biocellatus",NA,3,0,0,0,0.25
"Halichoeres bivittatus",NA,3,0,0,0,0.25
"Halichoeres brasiliensis",NA,3,0,0,0,0.25
"Halichoeres brownfieldi",NA,3,0,0,0,0.25
"Halichoeres burekae",NA,NA,0,0,0,0
"Halichoeres chierchiae",0,NA,0,0,0,0
"Halichoeres chloropterus",2,3,0,0,0,0.3
"Halichoeres chrysus",NA,3,0,0,0,0.25
"Halichoeres cosmetus",NA,3,0,0,0,0.25
"Halichoeres cyanocephalus",NA,3,0,0,NA,0.333333333333333
"Halichoeres dimidiatus",NA,3,0,0,0,0.25
"Halichoeres discolor",NA,3,0,0,0,0.25
"Halichoeres dispilus",2,3,NA,NA,0,0.5
"Halichoeres erdmanni",NA,NA,0,0,0,0
"Halichoeres garnoti",NA,3,0,0,0,0.25
"Halichoeres hartzfeldii",NA,3,0,0,0,0.25
"Halichoeres hortulanus",2,3,0,0,0,0.3
"Halichoeres insularis",0,NA,0,0,0,0
"Halichoeres iridis",NA,3,0,0,0,0.25
"Halichoeres leucoxanthus",NA,3,0,0,0,0.25
"Halichoeres leucurus",NA,3,0,0,0,0.25
"Halichoeres maculipinna",NA,3,0,0,0,0.25
"Halichoeres malpelo",NA,3,0,0,0,0.25
"Halichoeres margaritaceus",NA,3,0,0,0,0.25
"Halichoeres marginatus",2,3,0,0,0,0.3
"Halichoeres melanochir",NA,3,NA,NA,0,0.5
"Halichoeres melanurus",NA,3,0,0,0,0.25
"Halichoeres melasmapomus",NA,3,0,0,0,0.25
"Halichoeres miniatus",NA,3,0,0,0,0.25
"Halichoeres nebulosus",NA,3,0,0,0,0.25
"Halichoeres nicholsi",NA,3,0,0,0,0.25
"Halichoeres nigrescens",NA,3,0,0,0,0.25
"Halichoeres notospilus",NA,3,0,0,0,0.25
"Halichoeres orientalis",NA,3,0,0,0,0.25
"Halichoeres ornatissimus",NA,3,0,0,0,0.25
"Halichoeres pictus",NA,3,0,0,0,0.25
"Halichoeres poeyi",NA,3,0,0,0,0.25
"Halichoeres prosopeion",NA,3,0,0,0,0.25
"Halichoeres radiatus",2,3,0,0,0,0.3
"Halichoeres richmondi",NA,3,NA,NA,0,0.5
"Halichoeres salmofasciatus",NA,3,0,0,0,0.25
"Halichoeres scapularis",2,3,0,0,0,0.3
"Halichoeres semicinctus",NA,3,0,0,0,0.25
"Halichoeres socialis",NA,3,0,0,0,0.25
"Halichoeres solorensis",NA,3,0,0,0,0.25
"Halichoeres tenuispinis",NA,3,NA,NA,0,0.5
"Halichoeres timorensis",NA,3,0,0,0,0.25
"Halichoeres trimaculatus",NA,3,0,0,0,0.25
"Halichoeres trispilus",NA,3,0,0,0,0.25
"Helcogramma chica",0,NA,0,0,0,0
"Helcogramma decurrens",NA,NA,NA,NA,0,0
"Helcogramma maldivensis",NA,NA,0,0,0,0
"Helcogramma striata",0,NA,0,0,0,0
"Helcogrammoides cunninghami",NA,NA,0,0,0,0
"Helicolenus percoides",3,NA,0,0,0,0.1875
"Helotes sexlineatus",NA,NA,0,0,0,0
"Hemiglyphidodon plagiometopon",2,NA,0,0,0,0.125
"Hemigymnus fasciatus",2,3,0,0,0,0.3
"Hemigymnus melapterus",2,3,0,0,NA,0.375
"Hemilepidotus jordani",3,0,0,0,0,0.15
"Hemiramphus depauperatus",NA,1,0,0,0,0.0833333333333333
"Hemitaurichthys multispinosus",NA,NA,0,0,0,0
"Hemitaurichthys polylepis",NA,NA,0,0,0,0
"Hemitaurichthys thompsoni",NA,NA,NA,NA,0,0
"Hemitaurichthys zoster",0,NA,0,0,0,0
"Heniochus acuminatus",2,NA,0,0,0,0.125
"Heniochus chrysostomus",2,NA,0,0,0,0.125
"Heniochus diphreutes",0,NA,0,0,0,0
"Heniochus intermedius",NA,NA,0,0,0,0
"Heniochus monoceros",NA,NA,0,0,0,0
"Heniochus pleurotaenia",NA,NA,0,0,0,0
"Heniochus singularius",2,NA,0,0,0,0.125
"Heniochus varius",2,NA,0,0,0,0.125
"Heteroclinus adelaidae",NA,NA,0,0,0,0
"Heteroclinus johnstoni",NA,NA,0,0,0,0
"Heteroclinus perspicillatus",NA,NA,0,0,0,0
"Heteroclinus roseus",NA,NA,0,0,0,0
"Heteroclinus tristis",NA,NA,0,0,0,0
"Heteroconger hassi",NA,1,0,0,0,0.0833333333333333
"Heteropriacanthus cruentatus",2,NA,0,0,0,0.125
"Heteroscarus acroptilus",0,NA,0,0,0,0
"Heterostichus rostratus",NA,NA,0,NA,0,0
"Hexagrammos agrammus",NA,NA,0,0,NA,0
"Hexagrammos decagrammus",2,NA,0,0,NA,0.166666666666667
"Hexagrammos otakii",3,NA,NA,0,NA,0.375
"Hexagrammos stelleri",2,NA,0,0,NA,0.166666666666667
"Hipposcarus harid",3,2,0,0,0,0.283333333333333
"Hipposcarus longiceps",3,2,0,0,0,0.283333333333333
"Holacanthus bermudensis",2,2,0,0,0,0.233333333333333
"Holacanthus ciliaris",2,2,0,0,0,0.233333333333333
"Holacanthus clarionensis",NA,2,0,0,0,0.166666666666667
"Holacanthus passer",NA,2,0,0,0,0.166666666666667
"Holacanthus tricolor",2,2,0,0,0,0.233333333333333
"Holocentrus adscensionis",2,1,0,0,0,0.166666666666667
"Holocentrus rufus",2,1,0,0,0,0.166666666666667
"Hologymnosus annulatus",2,3,0,0,0,0.3
"Hologymnosus doliatus",2,3,0,0,0,0.3
"Hoplolatilus cuniculus",NA,3,0,0,0,0.25
"Hoplolatilus starcki",NA,3,0,0,0,0.25
"Hoplopagrus guentherii",1,3,0,0,NA,0.3125
"Hyperlophus vittatus",1,0,0,2,0,0.25
"Hypoatherina barnesi",0,NA,0,0,0,0
"Hypoplectrodes annulatus",NA,3,0,0,0,0.25
"Hypoplectrodes huntii",NA,3,0,0,0,0.25
"Hypoplectrodes maccullochi",NA,3,0,0,0,0.25
"Hypoplectrodes nigroruber",3,3,0,0,0,0.35
"Hypoplectrus aberrans",NA,3,0,0,0,0.25
"Hypoplectrus castroaguirrei",NA,NA,0,0,0,0
"Hypoplectrus chlorurus",NA,3,0,0,0,0.25
"Hypoplectrus gemma",NA,3,0,0,0,0.25
"Hypoplectrus guttavarius",NA,3,0,0,0,0.25
"Hypoplectrus indigo",NA,3,0,0,0,0.25
"Hypoplectrus maya",NA,NA,0,0,0,0
"Hypoplectrus nigricans",NA,3,0,0,0,0.25
"Hypoplectrus providencianus",NA,3,0,0,0,0.25
"Hypoplectrus puella",NA,3,0,0,0,0.25
"Hypoplectrus unicolor",NA,3,0,0,0,0.25
"Hyporhamphus affinis",NA,NA,0,0,0,0
"Hyporthodus flavolimbatus",3,3,0,0,NA,0.4375
"Hyporthodus niveatus",3,3,0,0,0,0.35
"Hyporthodus octofasciatus",2,3,0,0,0,0.3
"Hypsoblennius proteus",NA,NA,0,0,0,0
"Hypsurus caryi",NA,NA,0,NA,0,0
"Hypsypops rubicundus",NA,NA,0,0,0,0
"Iniistius celebicus",NA,3,NA,NA,0,0.5
"Iniistius pavo",3,3,0,0,NA,0.4375
"Inimicus caledonicus",NA,NA,0,0,0,0
"Inimicus filamentosus",2,NA,0,0,0,0.125
"Isocirrhitus sexfasciatus",NA,NA,NA,NA,0,0
"Istigobius campbelli",NA,3,0,0,0,0.25
"Istigobius decoratus",NA,3,0,0,0,0.25
"Istigobius goldmanni",NA,3,0,0,0,0.25
"Istigobius hoesei",NA,3,0,0,0,0.25
"Istigobius nigroocellatus",NA,3,0,0,0,0.25
"Istigobius rigilius",NA,3,0,0,0,0.25
"Itycirrhitus wilhelmi",NA,NA,0,0,0,0
"Jenkinsia lamprotaenia",2,0,0,2,0,0.3
"Johnrandallia nigrirostris",NA,NA,0,0,0,0
"Jordania zonope",NA,0,0,0,0,0
"Karalepis stewarti",0,NA,0,0,0,0
"Koumansetta hectori",NA,3,0,0,0,0.25
"Koumansetta rainfordi",0,NA,0,0,0,0
"Kuhlia mugil",2,NA,0,2,0,0.375
"Kyphosus analogus",NA,NA,NA,NA,NA,NA
"Kyphosus azureus",NA,NA,0,NA,0,0
"Kyphosus bigibbus",3,2,0,0,NA,0.354166666666667
"Kyphosus cinerascens",2,2,0,0,0,0.233333333333333
"Kyphosus cornelii",3,2,NA,NA,0,0.472222222222222
"Kyphosus elegans",2,2,0,0,0,0.233333333333333
"Kyphosus incisor",2,2,0,0,NA,0.291666666666667
"Kyphosus ocyurus",2,NA,0,0,0,0.125
"Kyphosus sectatrix",2,2,0,0,NA,0.291666666666667
"Kyphosus sydneyanus",1,2,0,0,0,0.183333333333333
"Kyphosus vaigiensis",3,2,0,0,NA,0.354166666666667
"Labracinus cyclophthalmus",NA,NA,0,0,0,0
"Labracinus lineatus",NA,NA,0,0,0,0
"Labracoglossa nitida",NA,NA,NA,NA,0,0
"Labrichthys unilineatus",2,3,0,0,0,0.3
"Labrisomus cricota",1,NA,0,0,0,0.0625
"Labrisomus jenkinsi",NA,NA,0,0,0,0
"Labrisomus multiporosus",NA,NA,NA,NA,0,0
"Labrisomus nuchipinnis",NA,NA,0,0,0,0
"Labrisomus socorroensis",NA,NA,0,0,0,0
"Labroides bicolor",NA,3,0,0,0,0.25
"Labroides dimidiatus",0,NA,0,0,0,0
"Labroides pectoralis",NA,3,0,0,0,0.25
"Labroides phthirophagus",0,NA,0,0,0,0
"Labroides rubrolabiatus",NA,3,0,0,0,0.25
"Labropsis alleni",0,NA,0,0,0,0
"Labropsis australis",NA,3,0,0,0,0.25
"Labropsis manabei",NA,3,0,0,0,0.25
"Labropsis micronesica",NA,3,0,0,0,0.25
"Labropsis xanthonota",NA,3,0,0,0,0.25
"Labrus bergylta",1,2,0,0,NA,0.229166666666667
"Labrus merula",1,3,0,NA,0,0.3125
"Labrus mixtus",1,3,0,0,NA,0.3125
"Labrus viridis",NA,3,0,0,0,0.25
"Lachnolaimus maximus",2,3,0,0,NA,0.375
"Lactophrys bicaudalis",NA,2,0,0,0,0.166666666666667
"Lactophrys triqueter",2,2,0,0,0,0.233333333333333
"Lactoria diaphana",0,NA,0,0,0,0
"Lactoria fornasini",0,NA,0,0,0,0
"Larabicus quadrilineatus",NA,3,0,0,0,0.25
"Latridopsis ciliaris",3,3,0,0,NA,0.4375
"Latridopsis forsteri",3,3,0,0,0,0.35
"Latropiscis purpurissatus",NA,NA,0,0,0,0
"Leiocottus hirundo",NA,0,0,NA,0,0
"Lepidonectes bimaculatus",NA,NA,0,0,0,0
"Lepidonectes clarkhubbsi",NA,NA,0,0,0,0
"Lepidonectes corallicola",NA,NA,0,0,0,0
"Lepidozygus tapeinosoma",0,NA,0,0,0,0
"Leptatherina presbyteroides",NA,1,0,0,0,0.0833333333333333
"Leptocottus armatus",NA,0,0,0,0,0
"Leptojulis cyanopleura",2,3,0,0,0,0.3
"Leptoscarus vaigiensis",3,2,0,0,0,0.283333333333333
"Lesueurigobius friesii",NA,3,0,0,0,0.25
"Lethrinus amboinensis",2,3,0,0,0,0.3
"Lethrinus atkinsoni",2,3,0,0,NA,0.375
"Lethrinus borbonicus",2,3,0,0,0,0.3
"Lethrinus erythracanthus",3,3,0,0,0,0.35
"Lethrinus erythropterus",2,3,0,0,0,0.3
"Lethrinus genivittatus",2,3,0,0,0,0.3
"Lethrinus harak",3,3,0,0,0,0.35
"Lethrinus laticaudis",3,3,0,0,NA,0.4375
"Lethrinus lentjan",4,3,0,0,0,0.4
"Lethrinus microdon",3,3,0,0,0,0.35
"Lethrinus miniatus",2,3,0,0,NA,0.375
"Lethrinus nebulosus",4,2,2,0,NA,0.666666666666667
"Lethrinus obsoletus",2,3,0,0,0,0.3
"Lethrinus olivaceus",3,3,0,0,0,0.35
"Lethrinus ornatus",2,3,0,0,0,0.3
"Lethrinus rubrioperculatus",4,3,0,0,0,0.4
"Lethrinus semicinctus",2,3,0,0,0,0.3
"Lethrinus variegatus",2,3,0,0,0,0.3
"Lethrinus xanthochilus",3,3,0,0,NA,0.4375
"Leviprora inops",0,NA,0,0,0,0
"Limnichthys fasciatus",NA,NA,0,0,0,0
"Liparis montagui",0,NA,0,0,0,0
"Lipophrys pholis",0,NA,0,0,0,0
"Lithognathus lithognathus",2,0,0,0,NA,0.125
"Lithognathus mormyrus",2,1,0,0,NA,0.208333333333333
"Liza luciae",NA,NA,NA,NA,NA,NA
"Lotella rhacina",NA,1,0,0,0,0.0833333333333333
"Lotilia graciliosa",NA,3,0,0,0,0.25
"Lucayablennius zingaro",NA,NA,0,0,0,0
"Lutjanus adetii",2,2,0,0,NA,0.291666666666667
"Lutjanus alexandrei",NA,NA,0,0,0,0
"Lutjanus analis",4,2,0,0,NA,0.416666666666667
"Lutjanus apodus",3,2,0,0,0,0.283333333333333
"Lutjanus aratus",1,2,0,0,0,0.183333333333333
"Lutjanus argentimaculatus",3,3,2,0,NA,0.6875
"Lutjanus argentiventris",3,0,1,0,0,0.25
"Lutjanus biguttatus",3,2,0,0,0,0.283333333333333
"Lutjanus bohar",3,2,0,0,NA,0.354166666666667
"Lutjanus boutton",2,2,0,0,0,0.233333333333333
"Lutjanus campechanus",3,3,0,0,NA,0.4375
"Lutjanus carponotatus",2,2,0,0,NA,0.291666666666667
"Lutjanus cyanopterus",3,2,0,0,NA,0.354166666666667
"Lutjanus decussatus",3,2,0,0,0,0.283333333333333
"Lutjanus ehrenbergii",2,2,0,0,0,0.233333333333333
"Lutjanus erythropterus",3,2,2,0,0,0.483333333333333
"Lutjanus fulviflamma",3,2,0,0,NA,0.354166666666667
"Lutjanus fulvus",3,2,0,0,NA,0.354166666666667
"Lutjanus gibbus",3,2,0,0,NA,0.354166666666667
"Lutjanus griseus",3,2,0,0,NA,0.354166666666667
"Lutjanus guttatus",3,2,0,0,NA,0.354166666666667
"Lutjanus inermis",1,2,0,0,NA,0.229166666666667
"Lutjanus jocu",3,2,0,0,0,0.283333333333333
"Lutjanus johnii",3,2,2,0,NA,0.604166666666667
"Lutjanus jordani",3,2,0,0,NA,0.354166666666667
"Lutjanus kasmira",3,2,0,0,NA,0.354166666666667
"Lutjanus lemniscatus",3,2,0,0,0,0.283333333333333
"Lutjanus lutjanus",4,2,0,0,0,0.333333333333333
"Lutjanus mahogoni",3,2,0,0,NA,0.354166666666667
"Lutjanus monostigma",3,2,2,0,0,0.483333333333333
"Lutjanus novemfasciatus",3,2,0,0,NA,0.354166666666667
"Lutjanus quinquelineatus",3,2,0,0,NA,0.354166666666667
"Lutjanus rivulatus",3,2,2,0,NA,0.604166666666667
"Lutjanus rufolineatus",NA,2,0,0,0,0.166666666666667
"Lutjanus russellii",3,2,2,0,0,0.483333333333333
"Lutjanus sebae",3,2,2,0,NA,0.604166666666667
"Lutjanus semicinctus",2,2,0,0,0,0.233333333333333
"Lutjanus synagris",3,1,0,0,NA,0.270833333333333
"Lutjanus viridis",1,2,0,0,0,0.183333333333333
"Lutjanus vitta",3,2,0,0,0,0.283333333333333
"Luzonichthys waitei",NA,3,0,0,0,0.25
"Luzonichthys whitleyi",NA,3,0,0,0,0.25
"Lythrypnus dalli",NA,3,0,0,0,0.25
"Lythrypnus gilberti",NA,3,0,0,0,0.25
"Lythrypnus insularis",NA,3,0,0,0,0.25
"Macolor macularis",3,3,0,0,NA,0.4375
"Macolor niger",3,3,0,0,NA,0.4375
"Macrodontogobius wilburi",NA,3,0,0,0,0.25
"Macropharyngodon bipartitus",0,NA,0,0,0,0
"Macropharyngodon choati",NA,3,0,0,0,0.25
"Macropharyngodon geoffroy",NA,3,0,0,0,0.25
"Macropharyngodon kuiteri",NA,3,0,0,0,0.25
"Macropharyngodon meleagris",NA,3,0,0,0,0.25
"Macropharyngodon negrosensis",NA,3,0,0,0,0.25
"Macropharyngodon ornatus",NA,3,0,0,0,0.25
"Malacanthus brevirostris",3,3,0,0,0,0.35
"Malacanthus latovittatus",3,3,0,0,0,0.35
"Malacanthus plumieri",2,3,0,0,0,0.3
"Malacoctenus boehlkei",NA,NA,0,0,0,0
"Malacoctenus ebisui",NA,NA,0,0,0,0
"Malacoctenus hubbsi",NA,NA,0,0,0,0
"Malacoctenus macropus",NA,NA,0,0,0,0
"Malacoctenus margaritae",NA,NA,0,0,0,0
"Malacoctenus tetranemus",NA,NA,0,0,0,0
"Malacoctenus triangulatus",NA,NA,0,0,0,0
"Malacoctenus zonifer",NA,NA,0,0,0,0
"Malacoctenus zonogaster",NA,NA,0,0,0,0
"Manonichthys splendens",NA,NA,0,0,0,0
"Maxillicosta scabriceps",NA,NA,0,0,0,0
"Mccoskerichthys sandae",NA,NA,0,0,0,0
"Mecaenichthys immaculatus",NA,NA,0,0,0,0
"Medialuna californiensis",NA,NA,0,NA,0,0
"Megalops atlanticus",3,1,2,0,NA,0.520833333333333
"Meiacanthus abruptus",NA,NA,0,0,0,0
"Meiacanthus atrodorsalis",NA,NA,0,NA,0,0
"Meiacanthus bundoon",NA,NA,0,0,0,0
"Meiacanthus crinitus",NA,NA,0,0,0,0
"Meiacanthus ditrema",NA,NA,0,NA,0,0
"Meiacanthus grammistes",NA,NA,0,NA,0,0
"Meiacanthus kamoharai",NA,NA,0,0,0,0
"Meiacanthus lineatus",NA,NA,0,0,0,0
"Meiacanthus luteus",NA,NA,0,0,0,0
"Meiacanthus mossambicus",NA,NA,0,NA,0,0
"Meiacanthus naevius",NA,NA,0,0,0,0
"Meiacanthus nigrolineatus",NA,NA,0,0,0,0
"Meiacanthus oualanensis",NA,NA,0,0,0,0
"Meiacanthus phaeus",NA,NA,0,0,0,0
"Meiacanthus smithi",NA,NA,0,0,0,0
"Meiacanthus tongaensis",NA,NA,0,0,0,0
"Melanogrammus aeglefinus",4,0,1,0,NA,0.375
"Melichthys indicus",NA,1,0,0,0,0.0833333333333333
"Melichthys niger",2,1,0,0,0,0.166666666666667
"Melichthys vidua",2,1,0,0,0,0.166666666666667
"Mendosoma lineatum",NA,3,0,0,0,0.25
"Meuschenia australis",NA,NA,0,0,0,0
"Meuschenia flavolineata",NA,NA,0,0,0,0
"Meuschenia freycineti",NA,NA,0,0,0,0
"Meuschenia galii",NA,NA,0,0,0,0
"Meuschenia hippocrepis",NA,NA,0,0,0,0
"Meuschenia scaber",3,2,0,0,0,0.283333333333333
"Meuschenia trachylepis",NA,NA,0,0,0,0
"Meuschenia venusta",NA,NA,0,0,0,0
"Microcanthus strigatus",NA,NA,0,0,0,0
"Microgobius microlepis",NA,3,0,0,0,0.25
"Microlepidotus brevipinnis",NA,1,0,0,0,0.0833333333333333
"Microspathodon bairdii",NA,NA,0,0,0,0
"Microspathodon chrysurus",1,NA,0,0,0,0.0625
"Microspathodon dorsalis",NA,NA,0,0,0,0
"Mimoblennius lineathorax",NA,NA,0,0,0,0
"Mola mola",2,NA,0,0,0,0.125
"Molva molva",4,0,0,0,NA,0.25
"Monacanthus chinensis",2,NA,0,0,0,0.125
"Monacanthus tuckeri",NA,NA,0,0,0,0
"Monodactylus argenteus",2,NA,0,0,0,0.125
"Monotaxis grandoculis",3,3,0,0,NA,0.4375
"Monotaxis heterodon",NA,NA,0,0,0,0
"Mugil cephalus",4,3,2,1,NA,0.875
"Mugil curema",3,1,2,1,0,0.516666666666667
"Mugil galapagensis",NA,1,0,0,0,0.0833333333333333
"Mulloidichthys dentatus",NA,1,0,NA,0,0.111111111111111
"Mulloidichthys flavolineatus",3,1,0,2,NA,0.520833333333333
"Mulloidichthys martinicus",2,1,0,0,0,0.166666666666667
"Mulloidichthys mimicus",NA,1,0,0,0,0.0833333333333333
"Mulloidichthys vanicolensis",3,1,0,0,NA,0.270833333333333
"Mullus argentinae",2,2,0,0,0,0.233333333333333
"Mullus surmuletus",3,3,0,0,NA,0.4375
"Muraena argus",NA,1,0,0,0,0.0833333333333333
"Muraena augusti",0,NA,0,0,0,0
"Muraena clepsydra",NA,1,0,0,0,0.0833333333333333
"Muraena helena",2,0,0,0,0,0.1
"Muraena lentiginosa",NA,1,0,0,0,0.0833333333333333
"Mycteroperca bonaci",4,3,0,0,NA,0.5
"Mycteroperca fusca",3,2,0,0,0,0.283333333333333
"Mycteroperca interstitialis",3,2,0,0,0,0.283333333333333
"Mycteroperca jordani",2,2,0,0,NA,0.291666666666667
"Mycteroperca microlepis",4,3,0,0,NA,0.5
"Mycteroperca olfax",3,2,0,0,0,0.283333333333333
"Mycteroperca rosacea",2,2,0,0,0,0.233333333333333
"Mycteroperca tigris",3,2,0,0,0,0.283333333333333
"Mycteroperca venenosa",4,3,0,0,NA,0.5
"Mycteroperca xenarcha",2,2,0,0,NA,0.291666666666667
"Myoxocephalus scorpius",NA,3,0,0,0,0.25
"Myrichthys maculosus",NA,NA,0,0,0,0
"Myrichthys tigrinus",0,NA,0,0,0,0
"Myripristis adusta",2,1,0,0,0,0.166666666666667
"Myripristis amaena",NA,1,0,0,0,0.0833333333333333
"Myripristis berndti",3,1,0,0,0,0.216666666666667
"Myripristis clarionensis",NA,1,0,0,0,0.0833333333333333
"Myripristis earlei",NA,1,0,0,0,0.0833333333333333
"Myripristis gildi",NA,1,0,0,0,0.0833333333333333
"Myripristis hexagona",2,1,0,0,0,0.166666666666667
"Myripristis jacobus",2,1,0,0,0,0.166666666666667
"Myripristis kochiensis",NA,1,0,0,0,0.0833333333333333
"Myripristis kuntee",2,1,0,0,0,0.166666666666667
"Myripristis leiognathus",2,1,0,0,0,0.166666666666667
"Myripristis murdjan",2,1,0,0,0,0.166666666666667
"Myripristis pralinia",2,1,0,0,0,0.166666666666667
"Myripristis randalli",NA,1,0,0,0,0.0833333333333333
"Myripristis tiki",NA,1,0,0,0,0.0833333333333333
"Myripristis violacea",2,1,0,0,0,0.166666666666667
"Myripristis vittata",NA,1,0,0,0,0.0833333333333333
"Nannosalarias nativitatis",NA,NA,0,NA,0,0
"Naso annulatus",NA,1,0,0,0,0.0833333333333333
"Naso brachycentron",NA,1,0,0,0,0.0833333333333333
"Naso brevirostris",3,1,0,0,0,0.216666666666667
"Naso caeruleacauda",NA,1,0,0,0,0.0833333333333333
"Naso caesius",NA,1,0,0,0,0.0833333333333333
"Naso elegans",3,1,0,0,0,0.216666666666667
"Naso fageni",3,1,0,0,0,0.216666666666667
"Naso hexacanthus",3,1,0,0,NA,0.270833333333333
"Naso lituratus",2,1,0,0,0,0.166666666666667
"Naso lopezi",3,1,0,0,0,0.216666666666667
"Naso thynnoides",3,1,0,0,0,0.216666666666667
"Naso tonganus",2,1,0,0,0,0.166666666666667
"Naso tuberosus",NA,1,0,0,0,0.0833333333333333
"Naso unicornis",3,1,0,0,NA,0.270833333333333
"Naso vlamingii",2,1,0,0,0,0.166666666666667
"Naucrates ductor",2,1,0,0,NA,0.208333333333333
"Neatypus obliquus",NA,NA,0,0,0,0
"Nectamia bandanensis",NA,2,0,0,0,0.166666666666667
"Nectamia similis",NA,NA,0,0,0,0
"Nelusetta ayraud",3,NA,0,0,0,0.1875
"Nemadactylus bergi",3,2,0,0,0,0.283333333333333
"Nemadactylus douglasii",2,3,0,0,0,0.3
"Nemadactylus macropterus",3,2,0,0,NA,0.354166666666667
"Nemadactylus valenciennesi",NA,3,0,0,0,0.25
"Nemateleotris magnifica",0,NA,0,0,0,0
"Neocirrhites armatus",NA,NA,0,0,0,0
"Neoditrema ransonnetii",NA,NA,0,0,0,0
"Neoglyphidodon bonang",NA,NA,0,0,0,0
"Neoglyphidodon carlsoni",NA,NA,0,0,0,0
"Neoglyphidodon crossi",NA,NA,0,0,0,0
"Neoglyphidodon melas",0,NA,0,0,0,0
"Neoglyphidodon nigroris",NA,NA,0,0,0,0
"Neoglyphidodon oxyodon",NA,NA,0,0,0,0
"Neoglyphidodon polyacanthus",NA,NA,0,0,0,0
