"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
65,3.2,24.77975,30.4722,"benthic invertivore","demersal","day","coral","Canthidermis sufflamen"
15,2.9,26.3154,30.301,"omnivore","demersal","day","coral","Canthigaster amboinensis"
10.1,2.9,26.3918117400476,30.2023385961592,"benthic invertivore","demersal","day","coral","Canthigaster axiologus"
10,2.5,23.6006,30.7922,"browsing herbivore","demersal","day","coral","Canthigaster bennetti"
23,3,20.454,25.637,"omnivore","demersal","day","coral","Canthigaster callisterna"
22,3,21.60175,24.585,"omnivore","demersal","day","rock","Canthigaster capistrata"
12,3,26.6892664345386,30.6027326891394,"benthic invertivore","demersal","day","coral","Canthigaster compressa"
14,3.1,25.13245,30.464,"benthic invertivore","demersal","day","coral","Canthigaster coronata"
12.69230769,2.957118056,27.0028,30.5578,"benthic invertivore","demersal","day","coral","Canthigaster epilampra"
12,3.1,26.3615,28.113,"omnivore","demersal","day","coral","Canthigaster figueiredoi"
9,2.9,25.90825,27.7895,"omnivore","demersal","day","coral","Canthigaster jactator"
9,3.1,25.504675,31.11975,"omnivore","demersal","day","coral","Canthigaster janthinoptera"
10,3,27.432,31.435,"omnivore","demersal","day","coral","Canthigaster papua"
9,3,26.8599,30.292,"omnivore","demersal","day","coral","Canthigaster punctatissima"
18,3,23.182,31.136,"omnivore","demersal","day","rock","Canthigaster rivulata"
12,3,26.908,30.91,"omnivore","demersal","day","coral","Canthigaster rostrata"
13,3,28.5849,30.2718,"omnivore","demersal","day","coral","Canthigaster smithae"
11,2.8,25.134,31.137,"omnivore","demersal","day","coral","Canthigaster valentini"
50,3.9,18.069,21.512,"planktivore","pelagic site attached","day","rock","Caprodon longimanus"
5,3.2,26.30715,30.198,"benthic invertivore","benthic","day","coral","Caracanthus maculatus"
2.9,3.1,25.9475,27.207,"benthic invertivore","benthic","day","coral","Caracanthus typicus"
5,3.6,27.0445,31.307,"benthic invertivore","benthic","day","coral","Caracanthus unipinna"
55,4.5,27.0383,31.515,"higher carnivore","pelagic non-site attached","day","water column","Carangoides bajad"
100,4.5,27.20625,31.3348,"higher carnivore","pelagic non-site attached","day","water column","Carangoides bartholomaei"
72,4.4,25.0287,29.9364,"higher carnivore","pelagic non-site attached","day","water column","Carangoides chrysophrys"
70,4.5,26.9056,31.238,"higher carnivore","pelagic non-site attached","day","water column","Carangoides ferdau"
120,4.4,26.149875,31.30205,"higher carnivore","pelagic non-site attached","day","water column","Carangoides fulvoguttatus"
90,4.1,25.901,31.647,"higher carnivore","pelagic non-site attached","day","water column","Carangoides gymnostethus"
75,4.5,24.3058,31.2466,"higher carnivore","pelagic non-site attached","day","water column","Carangoides orthogrammus"
50,4,27.441125,31.1241,"higher carnivore","pelagic non-site attached","day","water column","Carangoides plagiotaenia"
55,4.1,27.779125,31.518,"higher carnivore","pelagic non-site attached","day","water column","Caranx caballus"
101,3.9,28.32075,29.849,"higher carnivore","pelagic non-site attached","day","water column","Caranx caninus"
70,4.4,18.29445,29.8049,"higher carnivore","pelagic non-site attached","day","water column","Caranx crysos"
170,4.2,24.05,31.282,"higher carnivore","pelagic non-site attached","day","water column","Caranx ignobilis"
110,4.17889157809849,25.1308636540658,30.5279426024553,"higher carnivore","benthic","day","coral","Caranx latus"
100,4.5,25.195,31.282,"higher carnivore","pelagic non-site attached","day","water column","Caranx lugubris"
117,4.5,27.324625,31.137,"higher carnivore","pelagic non-site attached","day","water column","Caranx melampygus"
88,4,23.9427,30.5684,"higher carnivore","pelagic non-site attached","day","water column","Caranx papuensis"
120,4.5,25.488225,31.518,"higher carnivore","pelagic non-site attached","day","water column","Caranx sexfasciatus"
102,3.9,19.6015,25.682,"higher carnivore","demersal","night","sand","Caulolatilus princeps"
51,3.8,19.281375,23.93675,"higher carnivore","pelagic site attached","night","rock","Centroberyx affinis"
66,4.1,17.43325,21.2535,"higher carnivore","pelagic site attached","night","rock","Centroberyx gerrardi"
46,4.2,18.48265,22.721,"higher carnivore","pelagic site attached","night","rock","Centroberyx lineatus"
25,3.9,26.0786,31.0551,"higher carnivore","benthic","day","rock","Centrogenys vaigiensis"
18,3.5,8.4986,18.1122,"benthic invertivore","demersal","day","rock","Centrolabrus exoletus"
18,3.5,21.5825,24.126,"benthic invertivore","demersal","day","rock","Symphodus trutta"
15,3.2,20.834,26.141,"benthic invertivore","benthic","day","rock","Centropogon australis"
8,2.9,29.1543,32.7972,"browsing herbivore","demersal","day","coral","Centropyge acanthops"
8,2,26.75455,30.8351,"browsing herbivore","demersal","day","coral","Centropyge argi"
11,2.7,27.6745,31.535,"omnivore","demersal","day","coral","Centropyge bicolor"
10,2.8,26.382,30.437,"omnivore","demersal","day","coral","Centropyge bispinosa"
15,2.7,28.182,30.95,"omnivore","demersal","day","coral","Centropyge eibli"
10,2.8,25.469475,30.10695,"omnivore","demersal","day","coral","Centropyge ferrugata"
6,2.9,28.28,29.946,"browsing herbivore","demersal","day","coral","Centropyge fisheri"
14,2.8,26.215,30.044,"browsing herbivore","demersal","day","coral","Centropyge flavissima"
10,2.8,25.908875,29.48745,"browsing herbivore","demersal","day","coral","Centropyge heraldi"
8,2.8,24.458,28.35,"browsing herbivore","demersal","day","coral","Centropyge hotumatua"
9,2.8,28.023,30.1162,"browsing herbivore","demersal","day","coral","Centropyge joculator"
15,2.8,26.4156,29.7932,"browsing herbivore","demersal","day","coral","Centropyge loriculus"
14,2.8,27.2395,33.011,"omnivore","demersal","day","coral","Centropyge multispinis"
10,2.8,29.87895,30.7995,"browsing herbivore","demersal","day","coral","Centropyge nox"
19,2.8,25.134,31.137,"browsing herbivore","demersal","day","coral","Centropyge tibicen"
12,2.8,26.7251,31.419,"browsing herbivore","demersal","day","coral","Centropyge vrolikii"
60,4.5,26.817,31.307,"higher carnivore","demersal","day","coral","Cephalopholis argus"
30,4.2,25.87575,31.5965,"higher carnivore","demersal","day","coral","Cephalopholis boenak"
42.6,4.2,26.862,30.577,"higher carnivore","demersal","day","coral","Cephalopholis cruentata"
40,4.2,26.948,31.435,"higher carnivore","demersal","day","coral","Cephalopholis cyanostigma"
34,4.1,29.2076,31.7792,"higher carnivore","demersal","day","coral","Cephalopholis formosa"
41,4.1,27.8875,30.173,"higher carnivore","demersal","day","coral","Cephalopholis fulva"
35,4.1,26.109225,30.8139,"higher carnivore","demersal","day","coral","Cephalopholis hemistiktos"
24,4,28.64085,31.4297,"higher carnivore","demersal","day","coral","Cephalopholis leopardus"
25,4,27.5295,31.464,"higher carnivore","demersal","day","coral","Cephalopholis microprion"
45,4.4,25.22335,31.3157,"higher carnivore","demersal","day","coral","Cephalopholis miniata"
31,4.1,26.5271,30.292,"higher carnivore","demersal","day","rock","Cephalopholis panamensis"
50,4.5,26.9505,31.155,"higher carnivore","demersal","day","coral","Cephalopholis sexmaculata"
57,3.8,26.2539,30.5069,"higher carnivore","demersal","day","coral","Cephalopholis sonnerati"
30,4.1,26.880275,30.62795,"higher carnivore","demersal","day","coral","Cephalopholis spiloparaea"
28,4,27.3095,31.19,"higher carnivore","demersal","day","coral","Cephalopholis urodeta"
90,2,27.3535,31.278,"excavator","demersal","day","coral","Cetoscarus bicolor"
90,2,26.3868900277212,30.8268030103774,"scraping herbivore","demersal","day","coral","Cetoscarus ocellatus"
31,2.8,23.4529,29.8298,"omnivore","demersal","day","rock","Chaetodermis penicilligerus"
91,4.5,20.046375,31.33775,"higher carnivore","demersal","day","coral","Chaetodipterus faber"
65,3.3,27.8065,31.518,"omnivore","demersal","day","coral","Chaetodipterus zonatus"
20,3.5,27.0553,31.3796,"corallivore","demersal","day","coral","Chaetodon adiergastos"
15,3.3,29.677625,30.74925,"corallivore","demersal","day","coral","Chaetodon andamanensis"
20,2.6,26.3369,31.8418,"benthic invertivore","demersal","day","coral","Chaetodon argentatus"
13,2.7,23.3255,28.895,"benthic invertivore","demersal","day","coral","Chaetodon assarius"
12.5,3.3,25.844,31.533,"corallivore","demersal","day","coral","Chaetodon aureofasciatus"
23,3.2,25.135,31.165,"corallivore","demersal","day","coral","Chaetodon auriga"
20,3.3,23.2895,31.136,"benthic invertivore","demersal","day","rock","Chaetodon auripes"
13,3.3,26.139,30.81,"corallivore","demersal","day","coral","Chaetodon austriacus"
16,3.3,27.3989,31.435,"corallivore","demersal","day","coral","Chaetodon baronessa"
20,3.3,24.9297,30.7284,"corallivore","demersal","day","coral","Chaetodon bennetti"
7.5,3,26.84,30.9748,"benthic invertivore","demersal","day","coral","Chaetodon capistratus"
13,3.1,24.856,30.581,"corallivore","demersal","day","coral","Chaetodon citrinellus"
18,3.4,29.66445,30.95,"corallivore","demersal","day","coral","Chaetodon collare"
20,2.6,29.0705,30.543,"corallivore","demersal","day","coral","Chaetodon decussatus"
15,2.8,27.573,29.892,"benthic invertivore","demersal","day","coral","Chaetodon dolosus"
30,3.1,27.087025,31.207,"corallivore","demersal","day","coral","Chaetodon ephippium"
20,3.5,29.005625,31.382,"benthic invertivore","demersal","day","coral","Chaetodon falcula"
22,3.3,26.16655,30.8321,"corallivore","demersal","day","coral","Chaetodon fasciatus"
20,3,23.4959,29.2376,"corallivore","demersal","day","coral","Chaetodon flavirostris"
22,2.8,21.0904,26.1527,"corallivore","demersal","day","coral","Chaetodon guentheri"
12,3.1,29.227,33.011,"corallivore","demersal","day","coral","Chaetodon guttatissimus"
25.4,2.7,26.60895,31.518,"benthic invertivore","demersal","day","coral","Chaetodon humeralis"
20,3.3,26.0625,30.1975,"benthic invertivore","demersal","day","coral","Chaetodon interruptus"
15,3.1,25.684,31.419,"corallivore","demersal","day","coral","Chaetodon kleinii"
30,3.3,25.27505,31.207,"corallivore","demersal","day","coral","Chaetodon lineolatus"
15,3.3,23.2705,25.975,"benthic invertivore","demersal","day","coral","Chaetodon litus"
20,3.4,26.3535,31.282,"corallivore","demersal","day","coral","Chaetodon lunula"
14,3.3,25.5535,31.224,"benthic invertivore","demersal","day","coral","Chaetodon lunulatus"
13,3.1,28.6082,31.6036,"benthic invertivore","demersal","day","coral","Chaetodon madagaskariensis"
20,2.7,19.5045,24.07,"benthic invertivore","demersal","day","rock","Chaetodon marleyi"
18,3.3,24.94575,30.78,"benthic invertivore","demersal","day","coral","Chaetodon melannotus"
12.5,3,24.3,29.469,"benthic invertivore","demersal","day","coral","Chaetodon mertensii"
20,3.3,28.331,31.248,"corallivore","demersal","day","coral","Chaetodon meyeri"
13,3,25.5933,28.2317,"planktivore","demersal","day","coral","Chaetodon miliaris"
12,3.3,25.89235,27.7577,"corallivore","demersal","day","coral","Chaetodon multicinctus"
20,3.2,25.0595,31.063,"corallivore","demersal","day","coral","Chaetodon ocellatus"
15,3.3,29.5206,30.9592,"benthic invertivore","demersal","day","coral","Chaetodon ocellicaudus"
12,2.6,29.714,31.493,"benthic invertivore","demersal","day","coral","Chaetodon octofasciatus"
20,3.3,27.05525,31.224,"corallivore","demersal","day","coral","Chaetodon ornatissimus"
25,3.5,29.0205,31.435,"corallivore","demersal","day","coral","Chaetodon oxycephalus"
14,3.2,25.9353,30.8256,"corallivore","demersal","day","coral","Chaetodon paucifasciatus"
12.5,2.9,24.551,29.971,"corallivore","demersal","day","coral","Chaetodon pelewensis"
15,3.3,24.6435,30.156,"corallivore","demersal","day","coral","Chaetodon plebeius"
12,3.3,26.3295,31.234,"benthic invertivore","demersal","day","coral","Chaetodon punctatofasciatus"
16,3.3,26.7557,30.0014,"corallivore","demersal","day","coral","Chaetodon quadrimaculatus"
18,3.3,27.59875,31.44,"corallivore","demersal","day","coral","Chaetodon rafflesii"
15,2.8,25.0435,30.301,"corallivore","demersal","day","coral","Chaetodon rainfordi"
18,2.6,26.516025,30.044,"corallivore","demersal","day","coral","Chaetodon reticulatus"
15,2.8,26.6262,30.9172,"benthic invertivore","demersal","day","coral","Chaetodon sedentarius"
26,2.7,28.3004,31.29895,"benthic invertivore","demersal","day","coral","Chaetodon semeion"
23,3.5,26.4627,30.786,"benthic invertivore","demersal","day","coral","Chaetodon semilarvatus"
18,3.6,24.9145,30.724,"corallivore","demersal","day","coral","Chaetodon speculum"
16,3.2,26.806,30.577,"benthic invertivore","demersal","day","coral","Chaetodon striatus"
16,3.3,29.4371,30.6268,"corallivore","demersal","day","coral","Chaetodon triangulum"
12,3.2,28.134,29.695,"benthic invertivore","demersal","day","coral","Chaetodon trichrous"
15,3.3,22.105,25.138,"benthic invertivore","demersal","day","coral","Chaetodon tricinctus"
18,3.3,25.148,31.165,"corallivore","demersal","day","coral","Chaetodon trifascialis"
15,3.3,26.4856,31.5462,"corallivore","demersal","day","coral","Chaetodon trifasciatus"
15,3.3,27.1274,31.17,"benthic invertivore","demersal","day","coral","Chaetodon ulietensis"
20,3.1,25.237275,30.674,"benthic invertivore","demersal","day","coral","Chaetodon unimaculatus"
23,3.3,25.5726,31.3452,"corallivore","demersal","day","coral","Chaetodon vagabundus"
19,3.59794438553548,26.8395586632702,30.5046691474609,"benthic invertivore","benthic","day","coral","Chaetodon wiebeli"
20,3,28.3142,30.7431,"benthic invertivore","demersal","day","coral","Chaetodon xanthocephalus"
14,2.8,29.090425,30.53245,"benthic invertivore","demersal","day","coral","Chaetodon xanthurus"
12,3.3,29.227,33.011,"corallivore","demersal","day","coral","Chaetodon zanzibarensis"
25,2.6,22.2175,25.394,"benthic invertivore","demersal","day","coral","Chaetodontoplus conspicillatus"
28,2.7,26.2535,32.352,"benthic invertivore","demersal","day","coral","Chaetodontoplus duboulayi"
25,3,25.0319,29.9088,"benthic invertivore","demersal","day","coral","Chaetodontoplus meredithi"
18,2.7,27.588425,31.344,"benthic invertivore","demersal","day","coral","Chaetodontoplus mesoleucus"
35,2.7,26.1515,30.822,"benthic invertivore","demersal","day","coral","Chaetodontoplus personifer"
22,2.7,23.0311,30.3254,"benthic invertivore","demersal","day","rock","Chaetodontoplus septentrionalis"
35,3.9,7.4445,9.949,"planktivore","pelagic non-site attached","day","water column","Champsocephalus esox"
180,2,26.0325,31.3275,"browsing herbivore","pelagic non-site attached","day","water column","Chanos chanos"
8.18936468320909,3.36103999396217,24.786,28.104,"benthic invertivore","benthic","day","coral","Cheilinus abudjubbe"
45,3.4,26.316,31.207,"benthic invertivore","demersal","day","coral","Cheilinus chlorourus"
40,3.4,27.3245,31.535,"benthic invertivore","demersal","day","coral","Cheilinus fasciatus"
50,3.6,25.90875,30.3495,"benthic invertivore","demersal","day","coral","Cheilinus lunulatus"
17,3.3,27.591425,31.9883,"benthic invertivore","demersal","day","coral","Cheilinus oxycephalus"
45,3.5,26.3645,31.304,"benthic invertivore","demersal","day","coral","Cheilinus trilobatus"
229,4,26.46675,30.7875,"benthic invertivore","demersal","day","coral","Cheilinus undulatus"
50,4,24.628,30.793,"benthic invertivore","demersal","day","coral","Cheilio inermis"
55,3.5,21.4425,24.92,"benthic invertivore","demersal","day","coral","Cheilodactylus ephippium"
30,3.4,19.441,24.07,"benthic invertivore","demersal","day","rock","Cheilodactylus fasciatus"
50,3.210526316,22.63,26.129,"benthic invertivore","demersal","day","coral","Cheilodactylus francisi"
65,3.4,19.892,24.56,"benthic invertivore","demersal","day","rock","Cheilodactylus fuscus"
35,3.4,19.795,23.731,"benthic invertivore","demersal","day","rock","Cheilodactylus gibbosus"
41,3.1,16.993,22.058,"benthic invertivore","demersal","day","rock","Cheilodactylus nigripes"
18,3.2,19.6406,24.07,"benthic invertivore","demersal","day","rock","Cheilodactylus pixi"
75,2.8,20.129325,23.2624,"benthic invertivore","demersal","day","rock","Cheilodactylus rubrolabiatus"
100,3,17.0733,21.983,"benthic invertivore","demersal","day","rock","Cheilodactylus spectabilis"
35,3,21.2595,27.1925,"benthic invertivore","demersal","day","rock","Cheilodactylus vestitus"
18,3.5,28.074,30.052,"planktivore","pelagic site attached","night","coral","Cheilodipterus arabicus"
18.7,4.1,26.9719,31.6502,"planktivore","pelagic site attached","night","coral","Cheilodipterus artus"
20,4.1,26.8847,30.6672,"planktivore","pelagic site attached","night","coral","Cheilodipterus intermedius"
11,4.2,26.9925,29.867,"planktivore","pelagic site attached","night","coral","Cheilodipterus isostigmus"
12,3.6879036485646,24.786,28.104,"planktivore","benthic","night","coral","Cheilodipterus lachneri"
25,4,25.5675,31.1635,"planktivore","pelagic site attached","night","coral","Cheilodipterus macrodon"
